key,benchmark,question,gold_answer,selection_reason,double_label_required,proposed_temporal_type,independent_temporal_type,proposed_gold_fact_ids,independent_gold_fact_ids,proposed_conflict_fact_ids,independent_conflict_fact_ids,type_exact_match,gold_ids_exact_match,conflict_ids_exact_match,proposed_label_valid,independent_gold_conflict_overlap,confidence,model_assisted_fully_upheld,author_signoff_required,independent_notes
locomo::conv-30_qa022,locomo,When did Gina develop a video presentation to teach how to style her fashion pieces? ,"June, 2023",expanded_union:codex_assisted_llm,true,historical-state,historical-state,item_e0978477ceb46c10,item_e0978477ceb46c10,,,True,True,True,True,,high,True,False,"The gold fact directly states Gina developed the video presentation as of June 13, 2023, aligning with the gold answer of June 2023. No conflicting facts about the same event exist. Other facts are about Jon or unrelated events. The temporal type 'historical-state' is appropriate for a single dated event without comparison or arithmetic."
locomo::conv-30_qa026,locomo,When did Jon receive mentorship to promote his venture?,"15 June, 2023",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_618b738eddb4ddd7,item_618b738eddb4ddd7,,,True,True,True,True,,high,True,False,"The gold fact directly states Jon was mentored on June 15, 2023, matching the gold answer. No conflicting facts assert a different date for the mentorship. All other facts are about related but distinct events or states, not competing claims on the target event. The label 'historical-state' is appropriate as it involves a single, dated event without comparison or arithmetic."
locomo::conv-30_qa028,locomo,When was Jon in Rome?,June 2023,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_01b0657b3c9fb3d4,item_01b0657b3c9fb3d4,item_26806c6c30b82af2,item_26806c6c30b82af2,True,True,True,False,,high,False,True,"Only item_01b0657b3c9fb3d4 directly supports Jon being in Rome in June 2023. item_26806c6c30b82af2 (Jan 28, 2023) is irrelevant to the target event. No conflict exists. The proposed conflict is invalid. The correct type is historical-state, but conflict list is incorrect."
locomo::conv-30_qa030,locomo,When Jon is planning to open his dance studio?,"20 June, 2023",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_28fa13807230b193;item_7c053713ee74bf44;item_7e9f469614c8a664;item_8de5fae99006f0ac;item_b85c4cfc699ab08b,item_28fa13807230b193;item_7c053713ee74bf44;item_7e9f469614c8a664;item_8de5fae99006f0ac;item_b85c4cfc699ab08b,item_56cbd60b79518db7;item_5da99ad4fdd3c6d3;item_c5e810e082f6de3c;item_f0d8404a4a371c34,item_56cbd60b79518db7;item_5da99ad4fdd3c6d3;item_c5e810e082f6de3c;item_f0d8404a4a371c34,True,True,True,True,,high,True,False,"Gold facts consistently state Jon's plan to open a dance studio on June 20, 2023, aligning with the gold answer. Conflict facts refer to earlier dates (May 11, Jan 29, Feb 1) when Jon was still in early planning stages, creating a temporal inconsistency with the June 20 date. All selected facts are relevant and correctly categorized. No additional gold or conflict facts needed."
locomo::conv-30_qa032,locomo,When did Gina design a limited collection of hoodies?,June 2023,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_f4fad781d5a210dc,item_f4fad781d5a210dc,,,True,True,True,True,,high,True,False,"The gold fact directly supports June 2023 with 'last week (approximately June 14, 2023)' aligning closely with the gold answer. No conflicting facts about Gina's hoodie design date exist. Other facts are about Jon or unrelated events. The label 'historical-state' is appropriate as the question asks for a specific past time point without comparison or sequence."
locomo::conv-30_qa033,locomo,When did Jon visit networking events for his store?,"20 June, 2023",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_694bc7ad1af2f44f,item_694bc7ad1af2f44f,,,True,True,True,True,,high,True,False,"The gold fact directly states Jon attended networking events on June 20, 2023, matching the gold answer. No conflicting facts about the same event with a different date exist. Other facts are about unrelated events or general states. The label 'historical-state' is appropriate as the question asks for a specific past date."
locomo::conv-30_qa034,locomo,When did Gina start being recognized by fashion editors?,July 2023,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_f5a46ff24f71c15d,item_f5a46ff24f71c15d,,,True,True,True,True,,high,True,False,"The gold fact directly states Gina was noticed by fashion editors in early July 2023, aligning with the gold answer. No conflicting facts about the start of recognition exist. Other facts are about unrelated events or states. The label 'historical-state' is appropriate as the question asks for a specific past time point without requiring comparison or calculation."
locomo::conv-30_qa035,locomo,When did Jon start learning marketing and analytics tools?,"July, 2023",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_601fa2fcd61012ee,item_601fa2fcd61012ee,,,True,True,True,True,,high,True,False,"The gold fact directly states Jon started learning tools on July 9, 2023, matching the gold answer. No conflicting facts assert a different start date for the same activity. Other facts are topical but not in conflict. The label 'historical-state' is appropriate as the question asks for a specific past event with a fixed date."
locomo::conv-30_qa036,locomo,When did Jon and Gina decide to collaborate to create dance content?,21 July 2023,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_4d1087bfed0beb50;item_93d8787bc22ede6d,item_4d1087bfed0beb50;item_a9cfda2bbe680fdc,,,True,False,True,True,,high,False,True,"Only facts directly stating the collaboration decision on 21 July 2023 are gold. 'item_93d8787bc22ede6d' is irrelevant as it only confirms ongoing collaboration without specifying the decision date. No conflicting facts exist. The question asks for a specific date, fitting historical-state. All proposed IDs align with the correct type and content."
locomo::conv-30_qa037,locomo,When did Gina mention Shia Labeouf?," 23 July, 2023",expanded_union:codex_assisted_llm,true,historical-state,historical-state,,item_01f8172df25ddbf2;item_03c3888efa4a2e1e;item_465f7fada47ba621;item_4c7ab7eb9f0709d6;item_4d1087bfed0beb50;item_507309c9fb7a6fad;item_a9cfda2bbe680fdc;item_b8dbe066befa138c,,item_10e7f8c80eabbe0f;item_8a2a4ba6f0bca61a;item_9a490d977664b392;item_9d0c938f91d570e4;item_f5a46ff24f71c15d,True,False,False,True,,high,False,True,"Gold facts establish Gina's collaboration with Jon on July 21, 2023, including her offer to manage social media. Conflict facts mention Gina's prior activities on July 21 and earlier, but none contradict the July 23, 2023, answer. The question asks for when Gina mentioned Shia Labeouf, but no fact mentions Shia Labeouf. The gold answer is unsupported. The label 'historical-state' is valid as the question seeks a specific date, but no fact supports the gold answer. The gold and conflict lists are valid per definitions."
locomo::conv-30_qa038,locomo,When did Gina go to a dance class with a group of friends?,21 July 2023,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_10e7f8c80eabbe0f,item_10e7f8c80eabbe0f,,,True,True,True,True,,high,True,False,"The gold fact directly states Gina attended a dance class with friends on 21 July 2023, matching the gold answer. No other fact contradicts this date for the same event. All other facts are either about Jon, different events, or earlier/irrelevant times. No conflict exists. The question asks for a specific past date, fitting historical-state."
locomo::conv-41_qa000,locomo,"Who did Maria have dinner with on May 3, 2023?",her mother,expanded_union:codex_assisted_llm,false,temporal-other,historical-state,item_2e98bd852b54d518,item_2e98bd852b54d518,,,False,True,True,True,,high,False,True,"The question asks for a specific person Maria had dinner with on a given date. Fact 'item_2e98bd852b54d518' directly states she made dinner with her mother on May 3, 2023, matching the gold answer. No other fact contradicts this. All other facts are about different events or times. The temporal operation is a direct lookup, fitting 'historical-state'."
locomo::conv-41_qa001,locomo,When did Maria donate her car?,21 December 2022,expanded_union:codex_assisted_llm,true,historical-state,historical-state,item_8c66eadeae6a7abc,item_8c66eadeae6a7abc,,,True,True,True,True,,high,True,False,"The gold fact directly states Maria donated her car on December 21, 2022, matching the gold answer. No other fact contradicts this date or target event. All other facts are either about different events or lack temporal specificity for the donation. No conflicts exist. The label 'historical-state' is appropriate for a single, directly stated past event."
locomo::conv-41_qa004,locomo,When did John join the online support group?,The week before 1 January 2023,mixed_method_outcomes,false,ordering,historical-state,fact_6317611ef7de1457;fact_db5ae59dae3b7b7b;fact_fef91a941cc49654;item_28bafbba515712b5;item_97a6a1b39b40c1b6,fact_6317611ef7de1457;fact_db5ae59dae3b7b7b;fact_fef91a941cc49654;item_28bafbba515712b5;item_97a6a1b39b40c1b6,fact_7e3d4beb1e0bebc2;fact_d135012e3fe23b10;item_1ff65c7c017d9918;item_3bb485624af07eb9;item_8b8d45251ddac017,fact_7e3d4beb1e0bebc2;fact_d135012e3fe23b10;item_1ff65c7c017d9918;item_3bb485624af07eb9;item_8b8d45251ddac017,False,True,True,True,,high,False,True,"The gold facts directly confirm John joined the group in late December 2022, aligning with the gold answer. Conflicts state joining or inviting on August 3, 2023, contradicting the timeline. The question asks for a specific time, not order, duration, or comparison. Historical-state is correct; ordering is not needed."
locomo::conv-41_qa005,locomo,When did Maria go to the beach?,December 2022,mixed_method_outcomes,false,historical-state,historical-state,fact_ade860b7279df896;item_ca6c8520281a89bd,fact_ade860b7279df896;item_ca6c8520281a89bd,,,True,True,True,True,,high,True,False,"Both gold facts state Maria took a photo at the beach in December 2022, directly supporting the gold answer. No conflicting dates or states exist for the same event. Other facts describe later events or unrelated trips. The temporal type 'historical-state' is appropriate for a single, directly stated past event."
locomo::conv-41_qa010,locomo,When did Maria meet Jean?,"February 24, 2023",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_d69a649791411c23,item_d69a649791411c23,,,True,True,True,True,,high,True,False,"The gold fact directly states the meeting date. No other fact contradicts this. All other facts are either about different events, unrelated people, or occur on different dates. No conflict exists. The question asks for a specific date, fitting historical-state."
locomo::conv-41_qa013,locomo,When did Maria's grandmother pass away?,The week before 6 March 2023,expanded_union:codex_assisted_llm,false,ordering,historical-state,item_814157df2a4d376b;item_dbf29fe964900682,item_dbf29fe964900682,,,False,False,True,True,,high,False,True,"The gold answer specifies a precise temporal window (week before 6 March 2023). Only item_dbf29fe964900682 directly states the grandmother's passing during that window. item_814157df2a4d376b is irrelevant to the event. No conflicting facts exist. The question asks for a specific past date, fitting historical-state. Proposed ordering type is incorrect."
locomo::conv-41_qa016,locomo,When did John get his degree?,The week before 2 April 2023,expanded_union:codex_assisted_llm,false,ordering,historical-state,item_67740a1328dc5473,item_67740a1328dc5473,item_1343b969599ceefe,item_1343b969599ceefe,False,True,True,True,,high,False,True,"The gold fact directly states John graduated the week before April 2, 2023, matching the gold answer. The conflict fact states completion on April 2, 2023, which contradicts the week-before date. No other facts provide conflicting or supporting temporal details. The question asks for a specific time, fitting historical-state. Other facts are irrelevant or topical."
locomo::conv-41_qa020,locomo,When did John take a road trip to the Pacific Northwest?,2022,mixed_method_outcomes,false,historical-state,historical-state,fact_15d95c357df85dee;fact_3cd0c005b2b9b9ae;item_043154a720b5ce9e;item_95f57b7e8e14ed48;item_a689f0ffa250393c,fact_15d95c357df85dee;fact_3cd0c005b2b9b9ae;item_043154a720b5ce9e;item_95f57b7e8e14ed48;item_a689f0ffa250393c,,,True,True,True,True,,high,True,False,"Gold facts confirm a 2022 road trip involving John, with specific dates (Dec 16, 2022) and temporal references (last year, last summer). No conflicting evidence about the trip's timing exists. The question asks for a single past event, fitting 'historical-state'."
locomo::conv-41_qa022,locomo,When did John go to a convention with colleagues?,March 2023,expanded_union:codex_assisted_llm,true,historical-state,historical-state,item_1824e06c8a67e734,item_1824e06c8a67e734,item_1b277ec4de693278,item_1b277ec4de693278,True,True,True,True,,high,True,False,"The gold fact directly states John attended a convention with colleagues in March 2023, matching the gold answer. The conflict fact mentions a convention photo on April 18, 2023, which contradicts the March date. No other facts contradict the target event. The temporal type is correctly historical-state as it involves a single, specific past event with a clear date."
locomo::conv-41_qa024,locomo,When did John start boot camp with his family?,April.2023,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_1180f1ecf32b4081,item_1180f1ecf32b4081,,,True,True,True,True,,high,True,False,"The gold fact directly states John started boot camp with his family in April 2023, matching the gold answer. No other fact contradicts this date. All other facts are about May 2023 or earlier events, not conflicting. The question asks for a specific past date, fitting historical-state. No conflicts exist."
locomo::conv-41_qa027,locomo,When did John have a party with veterans?,The Friday before 20 May 2023,all_methods_wrong,true,ordering,historical-state,fact_0f951d76148f81a1;fact_579c9d0dc6ce8b7c;fact_e58934e6be413714;item_5c851f97b1c56d4e;item_d33341e417820780,fact_0f951d76148f81a1;item_5c851f97b1c56d4e;item_d33341e417820780,,,False,False,True,True,,high,False,True,"The gold answer specifies a precise date: the Friday before 20 May 2023, i.e., 19 May 2023. Fact 'item_d33341e417820780' directly states John met veterans on Friday, May 19, 2023, matching the gold answer. The other gold facts are duplicates or restatements of this event. No conflicting facts exist. The question asks for a specific date, fitting 'historical-state'."
locomo::conv-41_qa031,locomo,When did John get his dog Max?,In 2013,mixed_method_outcomes,false,historical-state,historical-state,fact_243e2c33bec9cf63;item_b1ce8c8b17d762af,fact_243e2c33bec9cf63;item_b1ce8c8b17d762af,fact_1bcb5dc59aa156f2;fact_2352ac5fb07f570c;fact_852ed0a3c3b7e423;item_4d32ba70158ac049;item_aa8df1a53c3af696;item_d7f47516c318afa5,fact_1bcb5dc59aa156f2;fact_2352ac5fb07f570c;fact_852ed0a3c3b7e423;item_4d32ba70158ac049;item_aa8df1a53c3af696;item_d7f47516c318afa5,True,True,True,True,,high,True,False,"Gold facts establish Max's 10-year family membership ending June 3, 2023, implying ownership began ~2013. Conflicts include inconsistent ownership claims and dates. No need for ordering, duration, or current-vs-old. Historical-state is correct."
locomo::conv-41_qa034,locomo,When did Maria join a gym?,The week before 16 June 2023,expanded_union:codex_assisted_llm,true,ordering,historical-state,item_67e126277e6f324a,item_67e126277e6f324a,,,False,True,True,True,,high,False,True,"The gold fact directly states Maria joined a gym on or around June 9, 2023, aligning with the gold answer. No conflicting facts about the joining date exist. The question asks for a specific time, fitting historical-state. Other facts are irrelevant or about different events."
locomo::conv-41_qa038,locomo,When did Maria get in a car accident?,"July 2, 2023",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_f09a495786fcb9ed,item_f09a495786fcb9ed,item_43f244bded85a9d8;item_f7dedb2f912335c8,item_43f244bded85a9d8;item_f7dedb2f912335c8,True,True,True,True,,high,True,False,"The gold fact directly states Maria's car accident on July 2, 2023, matching the gold answer. The two conflict facts both claim the accident occurred on July 3, 2023, contradicting the gold date. All facts are about the same event (Maria's car accident), making them valid conflicts. No other facts support or contradict the event date. The temporal type 'historical-state' is appropriate for a single dated event with no comparison or arithmetic needed."
locomo::conv-41_qa043,locomo,When was John's old area hit with a flood?,The week before 7 July 2023,expanded_union:codex_assisted_llm,false,ordering,historical-state,item_15cb4d7b3fbe0bef;item_3b1aaa348d0fac6a,item_15cb4d7b3fbe0bef;item_c16199d4dfdfbbf8,,,False,False,True,True,,high,False,True,"The gold facts directly establish the flood in John's area during the week of June 30, 2023, aligning with 'the week before 7 July 2023'. No conflicting facts about the same event exist. The proposed 'ordering' type is incorrect; this is a direct historical-state query. The second gold fact reinforces the flood context. No conflicts are present."
locomo::conv-41_qa046,locomo,When did Maria go hiking with her church friends?,The weekend before 22 July 2023,expanded_union:codex_assisted_llm,false,ordering,historical-state,item_cf29c6651ea44a79;item_d1e50655becacf9e,item_d1e50655becacf9e,,item_80dbaa8b66785d8f,False,False,False,True,,high,False,True,"Gold fact 'item_d1e50655becacf9e' directly states Maria's hike occurred during the weekend of July 15-16, 2023, matching the gold answer. Conflict fact 'item_80dbaa8b66785d8f' describes a picnic on the same weekend, which is a different event but shares the same timeframe. No other facts support or contradict the target event. The question asks for a specific time, not order, duration, or comparison. Thus, historical-state is correct."
locomo::conv-41_qa048,locomo,When did John have his first firefighter call-out?,The sunday before 3` July 2023,expanded_union:codex_assisted_llm,false,ordering,historical-state,item_bb3f9f6ab52eac1b,item_bb3f9f6ab52eac1b,,,False,True,True,True,,high,False,True,"The gold fact directly states John's first fire brigade call-out date (July 30, 2023), matching the gold answer. No conflicting facts about the same event exist. Other facts are either about different events or irrelevant. The question asks for a specific past date, fitting historical-state. No ordering, duration, or current-vs-old comparison is needed."
locomo::conv-41_qa051,locomo,When did Maria start volunteering at the homeless shelter?,Around August 2022,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_5f110f4636c07319,item_5f110f4636c07319,item_6824d5eab4e48bc0;item_6a021cab884ac90e;item_b5d2b1c815a508cc,item_6824d5eab4e48bc0;item_6a021cab884ac90e;item_b5d2b1c815a508cc,True,True,True,True,,high,True,False,"Fact item_5f110f4636c07319 directly supports the gold answer (August 2022). The three conflict facts (item_6824d5eab4e48bc0, item_6a021cab884ac90e, item_b5d2b1c815a508cc) all state Maria volunteered at the shelter in late 2022, which is consistent with August 2022 and not incompatible. Thus, they are not true conflicts. However, since the question asks for a start date and the facts only confirm ongoing activity from late 2022 onward, the gold fact is valid. The conflict list is invalid as the facts do not contradict the gold answer. The temporal type 'historical-state' is appropriate as the question seeks a specific past time point."
locomo::conv-41_qa053,locomo,When did John help renovate his hometown community center?,2022,expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_5fa8e6f69105cfcf,item_5fa8e6f69105cfcf,,,True,True,True,True,,high,True,False,"The gold fact directly states John helped renovate the community center in 2022, matching the gold answer. No other fact contradicts this specific event's timing. Other facts are either about unrelated events or general interests, not conflicting on the target event. The label 'historical-state' is appropriate as it involves a single dated event without comparison or arithmetic."
locomo::conv-41_qa054,locomo,When did Maria take up community work with her church friends?,"August 4, 2023",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_fe902866b5f0936b,item_fe902866b5f0936b,item_5f110f4636c07319;item_e2c53ff9c4fef8a7,item_5f110f4636c07319;item_e2c53ff9c4fef8a7,True,True,True,True,,high,True,False,"Gold fact directly states Maria started community work on August 4, 2023. Conflict fact 'item_5f110f4636c07319' suggests ~August 2022, contradicting the gold date. 'item_e2c53ff9c4fef8a7' states volunteering as of August 3, 2023, but does not specify start date, so it's not a direct conflict. Only two conflicts are valid. Temporal type 'historical-state' is correct for a single specified date."
locomo::conv-41_qa055,locomo,When did Maria receive a medal from the homeless shelter?,The week before 9 August 2023,expanded_union:codex_assisted_llm,false,ordering,historical-state,item_19f8d4ca51240a83;item_935090788a914f72,item_935090788a914f72,,,False,False,True,True,,high,False,True,"The gold answer specifies a precise temporal window: 'the week before 9 August 2023'. Fact 'item_935090788a914f72' directly states Maria received a medal during the week of August 2, 2023, which aligns with the gold answer. Fact 'item_19f8d4ca51240a83' is unrelated to the medal event. No conflicting facts about the medal timing exist. The question asks for a specific time, not order, duration, or comparison, so 'historical-state' is correct."
locomo::conv-41_qa056,locomo,When did John participate in a 5K charity run?,first weekend of August 2023,mixed_method_outcomes,false,ordering,historical-state,fact_925e8fd8db087978;fact_9ee0324f4f818591;item_19f8d4ca51240a83;item_966945477aca5936,fact_925e8fd8db087978;fact_9ee0324f4f818591;item_19f8d4ca51240a83;item_966945477aca5936,fact_8b6821c3a0475304,fact_8b6821c3a0475304,False,True,True,True,,high,False,True,"Gold facts confirm John organized a 5K charity run in his neighborhood on or before August 9, 2023, aligning with the gold answer of the first weekend of August 2023. Fact_8b6821c3a0475304 is irrelevant as it only states John organized the run without a date, not conflicting. No other facts contradict the target event's timing. The question asks for a specific time, fitting historical-state."
locomo::conv-41_qa058,locomo,When did Maria get Coco?,Two weeks before 11 August 2023,expanded_union:codex_assisted_llm,false,ordering,duration,item_df074c689240f684,item_df074c689240f684,,,False,True,True,True,,high,False,True,"The gold fact directly supports the answer using 'approximately two weeks before August 11, 2023', which aligns with 'two weeks before 11 August 2023'. No conflicting facts about Maria getting Coco exist. The question requires interval arithmetic, fitting duration. Other facts are irrelevant or topical but not conflicting."
locomo::conv-41_qa059,locomo,When did John go on a camping trip with Max?,The summer of 2022,expanded_union:codex_assisted_llm,true,historical-state,historical-state,item_4d32ba70158ac049;item_95f57b7e8e14ed48,item_4d32ba70158ac049;item_95f57b7e8e14ed48,,,True,True,True,True,,high,True,False,"The gold facts directly confirm John's camping trip with Max in summer 2022, matching the gold answer. No conflicting facts about the same event exist. Other facts are either irrelevant or about different events. The label 'historical-state' is appropriate as the question asks for a specific past time point without requiring comparison, order, or duration."
locomo::conv-41_qa061,locomo,When did Maria adopt Shadow?,The week before 13 August 2023,expanded_union:codex_assisted_llm,true,ordering,historical-state,item_43310e94cfd19e4b;item_f06308ffe2a5ffd8,item_43310e94cfd19e4b;item_f06308ffe2a5ffd8,,,False,True,True,True,,high,False,True,"The gold facts directly support the adoption date: item_43310e94cfd19e4b places adoption 'last week (August 6, 2023)' and item_f06308ffe2a5ffd8 confirms Shadow existed by August 13, 2023. No conflicting facts exist. The question asks for a specific time, fitting 'historical-state' as a direct lookup. Ordering is not required."
locomo::conv-41_qa063,locomo,How many weeks passed between Maria adopting Coco and Shadow?,two weeks,expanded_union:codex_assisted_llm,false,duration,duration,item_43310e94cfd19e4b;item_df074c689240f684,item_43310e94cfd19e4b;item_df074c689240f684,,,True,True,True,True,,high,True,False,"Fact item_43310e94cfd19e4b places Coco's adoption around August 6, 2023. Fact item_df074c689240f684 places Coco's adoption approximately two weeks before August 11, 2023, aligning with August 6. Both support a two-week interval to Shadow's adoption. No conflicting dates exist. The question requires interval arithmetic, justifying 'duration'."
locomo::conv-41_qa091,locomo,What did John attend with his colleagues in March 2023?,a tech-for-good convention,expanded_union:codex_assisted_llm,false,temporal-other,historical-state,item_1824e06c8a67e734,item_1824e06c8a67e734,,,False,True,True,True,,high,False,True,"The gold fact directly states John attended a tech-for-good convention in March 2023, matching the gold answer. No conflicting facts assert a different event or date for the same attendance. Other facts are topically related but not contradictory. The question asks for a specific event at a specific time, fitting historical-state."
locomo::conv-42_qa002,locomo,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?",2019,expanded_union:codex_assisted_llm,true,ordering,historical-state,item_a3bf402e40c5bb00,item_a3bf402e40c5bb00,,,False,True,True,True,,high,False,True,"The question asks for a specific past date when Joanna first watched the movie. Fact item_a3bf402e40c5bb00 directly states this occurred around 2019, matching the gold answer. No other fact contradicts this date for the same event. The other facts are either about unrelated events or current states, not conflicting. The temporal type is correctly historical-state, as it involves a single past event with a specific date."
locomo::conv-42_qa003,locomo,When did Nate win his first video game tournament?,"the week before 21Janury, 2022",expanded_union:codex_assisted_llm,false,ordering,historical-state,item_3309413e089a29f3;item_7da5fee31354687f,item_3309413e089a29f3,item_17bf10080d52ef96;item_38d4e767da3c3bf8;item_56edc3a93ad3bf7f;item_599877c71f8cfea4;item_8d2e59050a5a4463;item_a23eae4e472985b3,item_7da5fee31354687f,False,False,False,True,,high,False,True,"The gold fact directly supports the answer (week of Jan 14, 2022). The conflict fact (Jan 21, 2022) contradicts the target event's timing. Other facts are either irrelevant or describe different events. The question asks for a specific time, not order, duration, or comparison. No need for ordering or current-vs-old."
locomo::conv-42_qa006,locomo,How long has Nate had his first two turtles?,three years,expanded_union:codex_assisted_llm,false,duration,duration,item_55afb666e2f0ec10;item_5d6907fbc1f172fd,item_55afb666e2f0ec10;item_5d6907fbc1f172fd,item_4dc0b3a10adcfcbc;item_c8e902ac6cf35c57,item_4dc0b3a10adcfcbc;item_c8e902ac6cf35c57,True,True,True,True,,high,True,False,"Gold facts establish Nate owned two turtles and had them for 3 years as of Jan 23, 2022. Conflict facts introduce a new turtle on Nov 9, 2022, implying ownership change, contradicting the 3-year duration. Both conflict facts refer to the same target (Nate's turtle ownership timeline) with incompatible answers. Duration is correct; no other bucket fits."
locomo::conv-42_qa007,locomo,When did Joanna finish her first screenplay?,"The Friday before 23January, 2022",expanded_union:codex_assisted_llm,false,ordering,historical-state,item_0f68323eab9ea71d;item_b97cdc0c50888917,item_0f68323eab9ea71d,item_0b88e940c7b868c8,item_0b88e940c7b868c8,False,False,True,True,,high,False,True,"The gold fact (item_0f68323eab9ea71d) directly states the completion date of Joanna's first screenplay. The conflict fact (item_0b88e940c7b868c8) claims completion in May 2022, contradicting the gold answer. Other facts are either irrelevant or not conflicting. The question asks for a specific date, fitting historical-state. Ordering is not required as no sequence is implied."
locomo::conv-42_qa008,locomo,When did Nate get his first two turtles?,2019,all_methods_wrong,false,ordering,historical-state,item_55afb666e2f0ec10;item_5d6907fbc1f172fd,item_55afb666e2f0ec10;item_5d6907fbc1f172fd,fact_0d79fcb0e8aa0452;fact_5b0507fb2874e05f;fact_684393ce8f95cfe1;item_3ff2dcbe43289851;item_e6abbfdf40834530,fact_0d79fcb0e8aa0452;fact_5b0507fb2874e05f;fact_684393ce8f95cfe1;item_3ff2dcbe43289851;item_e6abbfdf40834530,False,True,True,True,,high,False,True,"Gold facts establish Nate owned two turtles by Jan 23, 2022, and had owned them for 3 years. Conflicts state ownership at other dates (Oct 25, Sep 5, Apr 17, Nov 11) but do not contradict the 2019 inference. No ordering, duration, or current-vs-old needed. Temporal type corrected to historical-state."
locomo::conv-42_qa009,locomo,What major achievement did Joanna accomplish in January 2022?,finished her screenplay and printed it,expanded_union:codex_assisted_llm,false,temporal-other,historical-state,item_0f68323eab9ea71d,item_0f68323eab9ea71d,item_0b88e940c7b868c8;item_cc96d347a880f3de,item_0b88e940c7b868c8;item_cc96d347a880f3de,False,True,True,True,,high,False,True,"The gold fact directly states the achievement in January 2022. The conflict facts mention completion in May and June 2022, contradicting the January date. Other facts are irrelevant or describe unrelated events. The question asks for a specific event at a specific time, fitting historical-state. No other temporal operation is required."
locomo::conv-42_qa013,locomo,When did Joanna have an audition for a writing gig?,"23 March, 2022.",expanded_union:codex_assisted_llm,false,historical-state,historical-state,item_10e78a3d83ae66c5,item_10e78a3d83ae66c5,,,True,True,True,True,,high,True,False,"The gold fact directly states the audition date, 23 March 2022, matching the gold answer. No other fact contradicts this date for the same event. All other facts are either about different events or provide context without temporal conflict. The label 'historical-state' is appropriate as the question asks for a specific past date with no need for comparison or arithmetic."
locomo::conv-42_qa015,locomo,When did Nate get purple hair?,"The week before 15April, 2022.",all_methods_wrong,false,ordering,historical-state,item_6b74a4caeb182fbc;item_dffa45f621638781,item_6b74a4caeb182fbc;item_dffa45f621638781,fact_5b1265865c7f7e8d;fact_6a0d4376c14048fa,fact_5b1265865c7f7e8d;fact_6a0d4376c14048fa,False,True,True,True,,high,False,True,"Gold facts confirm purple hair on April 15, 2022, aligning with 'week before 15April, 2022'. Conflict facts state dyeing 'as of' April 15, implying same day, conflicting with 'week before'. No ordering, duration, or current-vs-old needed. Historical-state is correct."
locomo::conv-42_qa016,locomo,What physical transformation did Nate undergo in April 2022?,dyed his hair purple,expanded_union:codex_assisted_llm,false,temporal-other,historical-state,item_6b74a4caeb182fbc;item_daba2d41bccd2c3a;item_dffa45f621638781,item_6b74a4caeb182fbc;item_daba2d41bccd2c3a;item_dffa45f621638781,,,False,True,True,True,,high,False,True,"All three gold facts directly confirm Nate dyed his hair purple in April 2022. No conflicting facts exist. The question asks for a specific physical transformation at a given time, fitting historical-state. No ordering, duration, or current-vs-old comparison is required."
locomo::conv-42_qa017,locomo,"What movie did Joanna watch on 1 May, 2022?",Lord of the Rings,expanded_union:codex_assisted_llm,true,temporal-other,historical-state,item_aa015f695ddd13ee,item_aa015f695ddd13ee,,,False,True,True,True,,high,False,True,"The question asks for a specific movie watched on a fixed date, directly answered by the gold fact. No conflicting date or state exists for the same event. Other facts are topically related but not about the same event. The temporal type is correctly historical-state, not temporal-other."
locomo::conv-42_qa026,locomo,When did Nate win his third tourney?,"The week before 3June, 2022",mixed_method_outcomes,false,ordering,historical-state,item_131be2fea6caa75c;item_56edc3a93ad3bf7f,item_131be2fea6caa75c;item_56edc3a93ad3bf7f,,,False,True,True,True,,high,False,True,"The gold facts identify Nate's third tournament as occurring in the week preceding June 3, 2022, aligning with the gold answer (week before June 3, 2022). The fact 'Nate met new people...' supports the same event. No conflicting facts state the same event with a different date. The question asks for a specific time, not order, duration, or comparison. Thus, historical-state is correct."
