key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,has_active_entity,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-30B::a89d7624::fact_395c77c09066cec6,Qwen3-30B,a89d7624,single-session-preference,fact_395c77c09066cec6,"The third section of the 20-mile cycling route follows a 6-mile bike path along the riverfront, starting from Riverfront Drive and heading north for 3 miles before turning around and returning south.",other_multi_entity,Riverfront Drive | riverfront bike path | bike path,,False,riverfront bike path | Riverfront Drive | 20-mile cycling route,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly mentions three salient expected entities: the 'riverfront bike path', 'Riverfront Drive', and the '20-mile cycling route'. None of these are active, so recall fails. The extracted entities include 'riverfront bike path' and 'Riverfront Drive', but '20-mile cycling route' is a named route and should be a distinct expected entity. The normalized keys include 'riverfront_bike_path' and 'riverfront_drive', but the 'bike_path' key is too generic and not specific enough to be a useful long-term memory scope. The absence of any active keys means no expected entity is covered, resulting in a FAIL for recall."
Qwen3-30B::5c40ec5b::fact_a3920ed09500f775,Qwen3-30B,5c40ec5b,knowledge-update,fact_a3920ed09500f775,"Using a color-coding system with microfiber cloths helps prevent cross-contamination between cleaning tasks, such as using one color for bathrooms and another for kitchen surfaces.",other_multi_entity,microfiber cloths | color-coding system | bathrooms | kitchen surfaces,,False,microfiber cloths | color-coding system | bathrooms | kitchen surfaces,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact supports four salient expected entities: microfiber cloths, color-coding system, bathrooms, and kitchen surfaces. However, since no entity keys are active, neither precision nor recall applies. The entity tree is semantically needed, but no keys are activated."
Qwen3-30B::caf9ead2::fact_b5d09944c4924159,Qwen3-30B,caf9ead2,single-session-user,fact_b5d09944c4924159,"The assistant discussed the importance of managing stress and highlighted meditation and breathing exercises as beneficial practices on May 30, 2023.",other_multi_entity,stress management | meditation | breathing exercises,,False,stress management | meditation | breathing exercises,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so no entities are currently active. However, the fact explicitly supports three salient expected entities: stress management, meditation, and breathing exercises. Since none of these are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::8cf51dda::fact_8a507d5226292c92,Qwen3-30B,8cf51dda,single-session-assistant,fact_8a507d5226292c92,"Thomas Wolff proposed Project C: Closing a network partnership with COMTEX to increase RSS feed syndication, with an estimated cost of USD 26.00 per submission, including access to exclusive syndicate endpoints where COMTEX holds exclusivity.",other_multi_entity,COMTEX | USD 26.00 | RSS feed syndication | exclusive endpoints,,False,COMTEX | RSS feed syndication | exclusive endpoints,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, despite three salient expected entities (COMTEX, RSS feed syndication, exclusive endpoints) being explicitly supported by the fact. The absence of any active keys means recall fails. Precision is not applicable since there are no active keys to evaluate."
Qwen3-30B::5a4f22c0::fact_a19e4bb8e0b4245d,Qwen3-30B,5a4f22c0,knowledge-update,fact_a19e4bb8e0b4245d,"The assistant suggested using thin vines or flexible branches to wrap around the structure and attach natural materials like leaves, twigs, or seeds without adhesives.",other_multi_entity,vines | flexible branches | leaves | twigs | seeds | plastic bottle | cardboard tube,,False,vines | flexible branches | leaves | twigs | seeds,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The fact explicitly mentions 'vines', 'flexible branches', 'leaves', 'twigs', and 'seeds' as natural materials used in construction without adhesives, all of which are salient expected entities. None of these are active, so recall fails. 'Plastic bottle' and 'cardboard tube' are not supported by the fact as intended materials (the fact specifies natural materials only), so they are not expected entities."
Qwen3-30B::352ab8bd::fact_8ed3db81b3a0044a,Qwen3-30B,352ab8bd,single-session-assistant,fact_8ed3db81b3a0044a,Partnering with ISVs allows a new platform to expand its reach across multiple industries and geographies due to ISVs' deep domain expertise.,other_multi_entity,ISVs | new platform | industries | geographies,,False,ISVs | new platform | industries,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports 'ISVs', 'new platform', and 'industries' as salient expected entities. 'Geographies' is a generic attribute and not a named entity, so it does not qualify as an expected entity scope. Since no salient expected entity is active, recall fails."
Qwen3-30B::75499fd8::fact_da4729f7fbb91013,Qwen3-30B,75499fd8,single-session-user,fact_da4729f7fbb91013,"The user requested a more advanced quiz of 50 questions on geomancy, focusing on house and figure combinations, with detailed explanations, to be used in a project development context.",other_multi_entity,50 questions | geomancy | house and figure combination | project development,,False,geomancy | house and figure combination | project development,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly supports three salient expected entities: 'geomancy', 'house and figure combination', and 'project development'. Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::4100d0a0::fact_c2a0c957b9bea7e6,Qwen3-30B,4100d0a0,single-session-user,fact_c2a0c957b9bea7e6,The user owns a pair of favorite dance shoes that are wearing out and plans to replace them with new ones from Bloch or Capezio.,other_multi_entity,dance shoes | Bloch | Capezio,,False,dance_shoes | Bloch | Capezio,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so no entities are currently active. However, the fact explicitly references 'dance shoes', 'Bloch', and 'Capezio' as salient expected entities. Since none of these are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::caf9ead2::fact_d4090500cb43b2e6,Qwen3-30B,caf9ead2,single-session-user,fact_d4090500cb43b2e6,Mindfulness meditation can help reduce symptoms of stress and anxiety associated with postpartum depression.,other_multi_entity,mindfulness meditation | postpartum depression | stress | anxiety,mindfulness_meditation,True,mindfulness meditation | postpartum depression | anxiety,PASS,PARTIAL,high,"The active entity 'mindfulness_meditation' is supported and useful. 'postpartum depression' and 'anxiety' are salient expected entities not covered by active keys, so recall is partial. 'stress' is an attribute/feature rather than a named entity and is not included as an expected entity scope. No unsupported or spurious entities are active, so precision is PASS."
Qwen3-30B::57f827a0::fact_040ddb5557cacfc2,Qwen3-30B,57f827a0,single-session-preference,fact_040ddb5557cacfc2,"The user has noticed that their morning spin classes contribute to both physical energy and mental clarity, enhancing focus and motivation throughout the day.",other_multi_entity,morning spin class | focus | motivation | mental clarity,,False,morning spin class | mental clarity | focus,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'morning spin class', 'mental clarity', and 'focus'. Since none of these are active, recall fails. 'Motivation' is also mentioned but is less central than the others and may be considered a secondary outcome rather than a primary expected entity."
Qwen3-30B::36580ce8::fact_721568c98c81b2de,Qwen3-30B,36580ce8,single-session-user,fact_721568c98c81b2de,The assistant recommends booking train tickets in advance to ensure availability and get the best prices when traveling between Rome and Florence.,other_multi_entity,train tickets | Rome to Florence | advance booking,,False,Rome to Florence | advance booking | train tickets,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, despite three salient expected entities being explicitly supported by the fact. The candidate states are all 'lazy', indicating no active routing. Therefore, recall fails as no expected entity is covered. Precision is not applicable since there are no active keys to evaluate."
Qwen3-30B::982b5123::fact_8b023774edbca420,Qwen3-30B,982b5123,temporal-reasoning,fact_8b023774edbca420,"Pork Store Cafe is a casual, no-frills breakfast and lunch spot in Haight-Ashbury known for its famous pork sandwiches.",temporal_active,Pork Store Cafe | Haight-Ashbury,haight_ashbury,True,Pork Store Cafe | Haight-Ashbury,PASS,PARTIAL,high,"The active entity 'haight_ashbury' is supported and useful. 'Pork Store Cafe' is a salient expected entity not covered by the active keys, so recall is partial. No spurious or overly generic entities are present, so precision is PASS."
Qwen3-30B::982b5123::fact_af57f8ba45decbcf,Qwen3-30B,982b5123,temporal-reasoning,fact_af57f8ba45decbcf,The assistant clarified that it does not have real-time access to tailor shops or inventory in San Francisco.,temporal_active,assistant | tailor shops | San Francisco,san_francisco,True,San Francisco | tailor shops,PASS,PARTIAL,high,"The active entity 'san_francisco' is a valid and useful expected entity. 'tailor_shops' is also an expected entity but is not active (it is marked 'lazy'), so recall is only partial. No spurious or unsupported entities are active, so precision is PASS. The fact references both locations and a type of business, both of which are salient and reusable."
Qwen3-30B::gpt4_4929293b::fact_bfa2a805da9a4b92,Qwen3-30B,gpt4_4929293b,temporal-reasoning,fact_bfa2a805da9a4b92,"The assistant listed five benefits of using a practice journal: accountability, reflection, tracking progress, identifying patterns, and celebrating milestones on May 12, 2023.",temporal_active,practice journal | accountability | reflection | progress tracking | pattern identification | milestone celebration,progress_tracking,True,practice journal | progress tracking | milestone celebration,PASS,PARTIAL,high,"The active entity 'progress_tracking' is supported and useful. 'practice journal' and 'milestone celebration' are salient expected entities explicitly mentioned in the fact but are not active. 'accountability', 'reflection', and 'pattern_identification' are less central to the core semantic scope of the fact, which focuses on the journal's benefits with a specific date. The temporal context (May 12, 2023) suggests 'milestone celebration' is event-specific and thus a valid expected entity. 'progress_tracking' is correctly active, but the omission of 'practice journal' and 'milestone celebration' reduces recall to PARTIAL."
Qwen3-30B::9a707b81::fact_72801f4154d27bdf,Qwen3-30B,9a707b81,temporal-reasoning,fact_72801f4154d27bdf,"The assistant advises starting with a small amount of treats in the Kong toy and gradually increasing the quantity as Max becomes more comfortable with it on April 10, 2022.",temporal_active,Kong toy | Max | treats,max,True,Max | Kong toy | treats,PASS,PARTIAL,high,"The active entity 'max' is supported and useful. 'Kong toy' and 'treats' are salient expected entities but are not active, so recall is partial. 'treats' is a named product/ingredient but is treated as a reusable entity in context. 'April 10, 2022' is a date but does not name a specific event, so it is not an expected entity."
Qwen3-30B::2ebe6c92::fact_756ea80c966740a3,Qwen3-30B,2ebe6c92,temporal-reasoning,fact_756ea80c966740a3,The assistant suggested that the user provide context in the email by mentioning when they last wore the silver necklace and where they think it was left.,temporal_active,context | silver necklace | email,silver_necklace,True,silver necklace | email | context,PASS,PARTIAL,high,"The active entity 'silver_necklace' is a specific, reusable named object explicitly supported by the fact and forms a useful long-term memory scope. 'email' and 'context' are also salient expected entities, but only 'silver_necklace' is active. 'context' is a reusable conceptual scope (e.g., for future reference on how to provide context), and 'email' is a reusable communication channel. Since two expected entities are not active, recall is PARTIAL. Precision is PASS because the active key is supported and useful."
Qwen3-30B::gpt4_93159ced::fact_9cda25432d140577,Qwen3-30B,gpt4_93159ced,temporal-reasoning,fact_9cda25432d140577,"Sir Nicholas Stern, an economist at the London School of Economics, is known for his influential work on the economics of climate change, particularly the 2006 Stern Review, which assessed the costs and benefits of mitigating climate change.",temporal_active,London School of Economics | Sir Nicholas Stern | Stern Review | climate change | economic cost-benefit analysis,climate_change,True,Sir Nicholas Stern | London School of Economics | Stern Review,PASS,PARTIAL,high,"The active entity 'climate_change' is supported by the fact and is a useful long-term memory scope. However, it is not the only salient expected entity; 'Sir Nicholas Stern', 'London School of Economics', and 'Stern Review' are all explicitly mentioned and represent key reusable entities. The active key 'climate_change' covers only one of the three expected entities, so recall is partial. Precision is PASS because the active key is valid and useful, with no spurious or unsupported keys."
Qwen3-30B::gpt4_68e94288::fact_bc66de4314b917a2,Qwen3-30B,gpt4_68e94288,temporal-reasoning,fact_bc66de4314b917a2,"The Guggenheim Museum in New York City, USA, designed by Frank Lloyd Wright, has influenced the design of modern galleries, museums, and exhibition spaces.",temporal_active,Guggenheim Museum | New York City | USA | Frank Lloyd Wright,new_york_city,True,Guggenheim Museum | Frank Lloyd Wright | New York City,PASS,PARTIAL,high,"The active entity 'new_york_city' is supported and useful. However, 'Guggenheim Museum' and 'Frank Lloyd Wright' are salient expected entities not covered by active keys, reducing recall. 'USA' is not a salient entity in this context as it is too generic and not specifically named as an event or distinct entity. Precision is PASS because the active key is valid and relevant."
Qwen3-30B::gpt4_7bc6cf22::fact_299dd28300210876,Qwen3-30B,gpt4_7bc6cf22,temporal-reasoning,fact_299dd28300210876,"The user read the March 15, 2023 issue of The New Yorker and found an article on climate change fascinating.",temporal_active,"The New Yorker | March 15, 2023 | climate change",climate_change,True,"The New Yorker | climate change | March 15, 2023 issue of The New Yorker",PASS,PARTIAL,high,"The active entity 'climate_change' is a valid and useful expected entity. 'The New Yorker' is a salient expected entity (a named publication) and is present in the normalized keys but not active. 'March 15, 2023' is a date that names a specific event (a specific issue of a magazine), so it qualifies as a salient expected entity. However, it is not active, only lazy. Thus, recall is PARTIAL. Precision is PASS because the active key is supported and useful."
Qwen3-30B::af082822::fact_2b968ee35e293465,Qwen3-30B,af082822,temporal-reasoning,fact_2b968ee35e293465,"The user plans to book Carmel Car and Limousine Service for their arrival on April 15, 2023.",temporal_active,"Carmel Car and Limousine Service | April 15, 2023",april_15_2023,True,"Carmel Car and Limousine Service | April 15, 2023",PASS,FAIL,high,"The active_entity_keys include 'april_15_2023', which is a date. While the date is part of the fact, it only names a specific event (the user's arrival) and thus qualifies as a salient expected entity. However, the expected entity 'Carmel Car and Limousine Service'—a named organization—is not active, despite being a key reusable entity in the fact. The system correctly identifies the date as active but fails to activate the primary service provider entity, resulting in recall failure. Precision is PASS because the active key is supported and useful. The entity 'Carmel Car and Limousine Service' is clearly a reusable organization and should be a salient expected entity."
Qwen3-30B::eac54add::fact_7039489c9bb7d575,Qwen3-30B,eac54add,temporal-reasoning,fact_7039489c9bb7d575,"The assistant recommended using the hashtag #handmadejewelry, which has over 1.4 million posts on Instagram.",temporal_active,#handmadejewelry | Instagram,instagram,True,handmadejewelry | Instagram,PASS,PARTIAL,high,"The active entity 'instagram' is a valid and useful expected entity. 'handmadejewelry' is a salient expected entity (a named hashtag with significant usage) but is not active. The precision is PASS because the active key is supported and useful. Recall is PARTIAL because one salient expected entity ('handmadejewelry') is missing from the active keys, though 'instagram' is correctly active."
Qwen3-30B::gpt4_1916e0ea::fact_126eae981692f545,Qwen3-30B,gpt4_1916e0ea,temporal-reasoning,fact_126eae981692f545,The assistant recommended adding captions or subtitles to the 'day in the life' vlog to improve accessibility and support viewers who prefer watching with captions.,temporal_active,day in the life vlog | YouTube | captions | subtitles,youtube,True,day in the life vlog | YouTube | captions,PASS,PARTIAL,high,"The active entity 'youtube' is a valid and useful expected entity. 'captions' is a salient expected entity but not active, and 'day in the life vlog' is also a salient expected entity not covered by the active key. 'subtitles' is not considered a distinct expected entity from 'captions' in this context, as they are functionally equivalent in accessibility context. Thus, recall is partial due to missing coverage of two salient entities."
Qwen3-30B::gpt4_65aabe59::fact_679cdca687c26150,Qwen3-30B,gpt4_65aabe59,temporal-reasoning,fact_679cdca687c26150,The assistant recommended that the user prioritize a desktop computer with Wi-Fi 6 (802.11ax) support to fully utilize the capabilities of their new mesh network system.,temporal_active,Wi-Fi 6 | mesh network system,wi_fi_6,True,Wi-Fi 6 | mesh network system,PASS,PARTIAL,high,"The active entity 'wi_fi_6' is a valid and useful expected entity. However, 'mesh network system' is also a salient expected entity and is not active, resulting in partial recall. The precision is not compromised as the active key is supported and useful. No other entities are needed for this fact."
Qwen3-30B::0bc8ad93::fact_40c8706c17cd3d51,Qwen3-30B,0bc8ad93,temporal-reasoning,fact_40c8706c17cd3d51,"The Cold War created significant economic and military pressure on the Soviet Union, particularly due to the arms race with the United States, which the USSR could not sustain.",temporal_active,Soviet Union | United States | Cold War | arms race,united_states,True,Cold War | Soviet Union | United States,PASS,PARTIAL,high,"The active entity 'united_states' is a valid and useful expected entity. However, 'Cold War' and 'Soviet Union' are salient expected entities not covered by active keys, so recall is only partial. 'arms_race' is not an expected entity scope as it is a phenomenon rather than a reusable named entity. No unsupported or spurious entities are active, so precision is PASS."
Qwen3-30B::gpt4_1e4a8aeb::fact_8da164ef33822ebb,Qwen3-30B,gpt4_1e4a8aeb,temporal-reasoning,fact_8da164ef33822ebb,The Hilton Hotel in downtown Chicago has an indoor pool available for guest use.,temporal_active,Hilton Hotel | downtown Chicago | indoor pool,downtown_chicago,True,Hilton Hotel | downtown Chicago | indoor pool,PASS,PARTIAL,high,"The active entity 'downtown_chicago' is a valid and useful expected entity. 'Hilton Hotel' and 'indoor_pool' are also salient expected entities supported by the fact, but they are not active. Since only one of the three expected entities is active, recall is PARTIAL. Precision is PASS because the active key is supported and useful."
Qwen3-30B::gpt4_65aabe59::fact_7ec53b1f59a050be,Qwen3-30B,gpt4_65aabe59,temporal-reasoning,fact_7ec53b1f59a050be,Notre-Dame Cathedral in Paris is a historic 12th-century church known for its Gothic architecture.,temporal_active,Notre-Dame Cathedral | Paris,paris,True,Notre-Dame Cathedral | Paris | Gothic architecture,PASS,PARTIAL,high,"The active entity 'paris' is supported and useful. 'Notre-Dame Cathedral' is a salient expected entity not covered by active keys, reducing recall. 'Gothic architecture' is a relevant concept but not a named entity; however, it is contextually salient and may warrant inclusion as a conceptual scope. The precision is not compromised as the active key is valid and relevant."
Qwen3-30B::gpt4_7abb270c::fact_5314a433071077b6,Qwen3-30B,gpt4_7abb270c,temporal-reasoning,fact_5314a433071077b6,"Dr. Maria Rodriguez is a renowned expert in feminist art and delivered a lecture series at the Museum of Contemporary Art on January 15, 2023.",temporal_active,Dr. Maria Rodriguez | Museum of Contemporary Art | feminist art,dr_maria_rodriguez | feminist_art | museum_of_contemporary_art,True,Dr. Maria Rodriguez | Museum of Contemporary Art | feminist art,PASS,PASS,high,"All active entity keys are explicitly supported by the fact and represent salient, reusable semantic entities. 'Dr. Maria Rodriguez' is a specific person, 'Museum of Contemporary Art' is a named organization, and 'feminist art' is a titled conceptual domain. No spurious or overly generic entities are present, and all expected entities are covered."
Qwen3-30B::gpt4_5438fa52::fact_7c9062bd9c1b028f,Qwen3-30B,gpt4_5438fa52,temporal-reasoning,fact_7c9062bd9c1b028f,"The user asked for recommendations for musicals and plays that deal with themes of social justice and identity on May 27, 2023.",temporal_active,social justice | identity | musicals | plays,social_justice,True,social justice | musicals | plays,PASS,PARTIAL,high,"The active entity 'social_justice' is a valid and useful expected entity. 'musicals' and 'plays' are also salient expected entities explicitly supported by the fact, but they are not active. 'identity' is a relevant theme but is not a reusable named entity (e.g., a specific work, person, or organization) and thus not an expected entity scope. The precision is PASS because the active key is supported and useful. Recall is PARTIAL because one salient expected entity ('social_justice') is covered, but two others ('musicals', 'plays') are missing from active keys."
Qwen3-30B::gpt4_f49edff3::fact_9f6f951601750c1c,Qwen3-30B,gpt4_f49edff3,temporal-reasoning,fact_9f6f951601750c1c,"The assistant instructed the user to authenticate their Google Drive account after installing the Google Drive Power-Up in Trello on February 6, 2023.",temporal_active,Google Drive | Trello,trello,True,Google Drive | Trello | Google Drive Power-Up,PASS,PARTIAL,high,"The active entity 'trello' is supported and useful. 'google_drive' is a salient expected entity but not active, so recall is partial. 'Google Drive Power-Up' is a named product and a salient entity not captured in active keys. No unsupported or overly generic keys are present, so precision is PASS."
Qwen3-30B::gpt4_fa19884c::fact_d2542780caa1327c,Qwen3-30B,gpt4_fa19884c,temporal-reasoning,fact_d2542780caa1327c,"The user found the use of the green light in 'The Great Gatsby' to be an interesting and meaningful symbol on March 26, 2023.",temporal_active,The Great Gatsby | green light,the_great_gatsby,True,The Great Gatsby | green light,PASS,PARTIAL,high,"The entity 'the_great_gatsby' is correctly active and supported. However, 'green_light'—a salient symbolic element in the fact—is not active, despite being a meaningful and reusable semantic entity. The fact explicitly references the green light as a symbol, making it a valid expected entity. Thus, recall is partial due to the missing active key for 'green_light'. Precision is PASS because the active key is valid and useful."
Qwen3-30B::4dfccbf7::fact_251c7abc41df8e9b,Qwen3-30B,4dfccbf7,temporal-reasoning,fact_251c7abc41df8e9b,The user intends to fit in a walk during their lunch break as part of their revised daily routine.,temporal_active,walk | lunch break,lunch_break,True,lunch break | walk,PASS,PARTIAL,high,"The entity 'lunch break' is correctly active and supported. 'walk' is a salient expected entity but is not active (marked as 'lazy'), so recall is partial. No spurious or unsupported entities are present, so precision is PASS. The temporal active stratum justifies focusing on 'lunch break' as the active scope, but 'walk' remains a relevant long-term memory entity."
Qwen3-30B::9a707b81::fact_b6f312224c4171ef,Qwen3-30B,9a707b81,temporal-reasoning,fact_b6f312224c4171ef,"The assistant recommended following Universal Studios Hollywood on social media platforms such as Facebook, Twitter, and Instagram to stay updated on flash sales and limited-time promotions.",temporal_active,Universal Studios Hollywood | Facebook | Twitter | Instagram | flash sales | limited-time promotions,facebook | instagram,True,Universal Studios Hollywood | Facebook | Instagram,PASS,PARTIAL,high,"The active_entity_keys 'facebook' and 'instagram' are both supported by the fact and are useful long-term memory scopes. 'Twitter' and 'Universal Studios Hollywood' are salient expected entities not currently active, which accounts for partial recall. 'flash_sales' and 'limited_time_promotions' are event/offer types, not reusable named entities, so they are not expected entity scopes. The precision is PASS because all active keys are valid and useful. Recall is PARTIAL because two salient expected entities ('Universal Studios Hollywood' and 'Twitter') are not active despite being mentioned and relevant."
Qwen3-30B::gpt4_7bc6cf22::fact_5c9a29684e89b8d8,Qwen3-30B,gpt4_7bc6cf22,temporal-reasoning,fact_5c9a29684e89b8d8,"The workaround involving the Ledger Live bridge does not work for Linux users, and a fix is currently being developed.",temporal_active,Linux | Ledger Live bridge | MetaMask | fix in development,linux,True,Linux | Ledger Live bridge | fix in development,PASS,PARTIAL,high,"The active entity 'linux' is a valid and useful expected entity. 'Ledger Live bridge' and 'fix in development' are salient expected entities not covered by active keys, so recall is partial. 'MetaMask' is not supported by the fact and is not a salient entity in this context, so it is not expected. Precision is PASS because the only active key ('linux') is supported and useful."
Qwen3-30B::0bb5a684::fact_15b6252fb4a76388,Qwen3-30B,0bb5a684,temporal-reasoning,fact_15b6252fb4a76388,"The assistant advised grouping decorative items by theme, texture, or color palette to create visual cohesion on a coffee table on January 13, 2023.",temporal_active,coffee table | theme | texture | color palette,coffee_table,True,coffee table | color palette | theme,PASS,PARTIAL,high,"The active_entity_keys include 'coffee_table', which is a valid and useful expected entity. The other expected entities 'color palette' and 'theme' are salient and supported by the fact but are not active, leading to partial recall. 'texture' is not considered a salient expected entity in this context as it is more of a descriptive attribute than a reusable semantic entity scope. Precision is PASS because the active key is supported and useful."
Qwen3-30B::gpt4_4fc4f797::fact_a33d2aeaf165dae2,Qwen3-30B,gpt4_4fc4f797,temporal-reasoning,fact_a33d2aeaf165dae2,"The coffee maker from Amazon had an original price of $150 and was purchased at 30% off, resulting in a final price of $105 and savings of $45 on March 27, 2023.",temporal_active,coffee maker | Amazon | $150 | $105 | $45,amazon,True,"Amazon | coffee maker | March 27, 2023",PASS,PARTIAL,high,"The active entity 'amazon' is supported and useful. 'coffee maker' is a salient expected entity but is not active, reducing recall. 'March 27, 2023' is a specific date naming an event (purchase date), so it qualifies as an expected entity. The absence of 'coffee_maker' in active keys is a recall gap, but the active key 'amazon' is valid and precise."
Qwen3-30B::2ebe6c92::fact_0af353bd031dcf23,Qwen3-30B,2ebe6c92,temporal-reasoning,fact_0af353bd031dcf23,"The assistant advised checking social media platforms such as Facebook, Instagram, and Twitter for additional photos and videos to include in the slideshow on January 30, 2023.",temporal_active,Facebook | Instagram | Twitter | social media,social_media | twitter,True,Facebook | Instagram | Twitter,PASS,PARTIAL,high,"The active entity keys 'social_media' and 'twitter' are both supported by the fact and are useful: 'social_media' is a valid reusable category, and 'twitter' is a specific platform explicitly named. However, 'Facebook' and 'Instagram' are salient expected entities that are not active, so recall is only partial. 'social_media' is a valid aggregate entity, but the omission of 'facebook' and 'instagram' as active keys reduces recall. No entity tree is semantically needed beyond the platforms themselves, so no further scope is required."
Qwen3-30B::gpt4_468eb063::fact_c5adc0c377d2627b,Qwen3-30B,gpt4_468eb063,temporal-reasoning,fact_c5adc0c377d2627b,Rachel has a fixed income and is interested in supplementing her retirement income through her watercolour art.,temporal_active,Rachel | retirement income | watercolour art,rachel,True,Rachel | retirement income | watercolour art,PASS,PARTIAL,high,"The active entity 'rachel' is a valid and useful expected entity. However, 'retirement income' and 'watercolour art' are not active, despite being salient expected entities in the fact. 'retirement_income' and 'watercolour_art' are semantically relevant and reusable as long-term memory scopes. The fact supports both as distinct, meaningful entities. Thus, recall is partial due to missing active coverage of two salient entities."
Qwen3-30B::gpt4_68e94288::fact_2fdc39b2f40a6ede,Qwen3-30B,gpt4_68e94288,temporal-reasoning,fact_2fdc39b2f40a6ede,"The user posted a vegan chili recipe on Instagram using the hashtag #FoodieAdventures on March 10, 2023.",temporal_active,vegan chili recipe | Instagram | #FoodieAdventures,instagram,True,Instagram | vegan chili recipe | Foodie Adventures,PASS,PARTIAL,high,"The active entity 'instagram' is a valid and useful expected entity. 'vegan_chili_recipe' and 'Foodie Adventures' (via #FoodieAdventures) are salient expected entities not covered by active keys, so recall is partial. The hashtag #FoodieAdventures refers to a named event or branded content series, justifying its inclusion as an expected entity. No unsupported or overly generic keys are active, so precision is PASS."
Qwen3-30B::gpt4_a2d1d1f6::fact_6a178fef6a56f27a,Qwen3-30B,gpt4_a2d1d1f6,temporal-reasoning,fact_6a178fef6a56f27a,"Ebay is a general marketplace with a large selection of rare and collectible books, where users can search using keywords like 'first edition,' 'signed copy,' or 'rare book.'",temporal_active,Ebay | rare books | collectible books,ebay,True,Ebay | rare books | collectible books,PASS,PARTIAL,high,"The active entity 'ebay' is a valid and useful expected entity. 'rare books' and 'collectible books' are both salient expected entities supported by the fact, but only 'ebay' is active. The other two are marked as lazy, so recall is partial. No unsupported or spurious entities are active, so precision is PASS."
Qwen3-30B::gpt4_f420262d::fact_474ee0e9a13bfd89,Qwen3-30B,gpt4_f420262d,temporal-reasoning,fact_474ee0e9a13bfd89,"The user is looking to travel from Boston to Miami or Fort Lauderdale on a weekday, preferably in the morning, and is open to any airline.",temporal_active,Boston (BOS) | Miami (MIA) | Fort Lauderdale (FLL) | Delta SkyMiles card,boston_bos | miami_mia,True,Boston (BOS) | Miami (MIA) | Fort Lauderdale (FLL),PASS,PARTIAL,high,"The active_entity_keys include Boston (BOS) and Miami (MIA), both of which are salient expected entities. Fort Lauderdale (FLL) is a salient expected entity but is not active, resulting in partial recall. The Delta SkyMiles card is not a salient entity in the context of travel routing between cities and is not required for the semantic scope. All active keys are supported and useful, so precision is PASS."
Qwen3-30B::gpt4_1d4ab0c9::fact_d21f683d6642730d,Qwen3-30B,gpt4_1d4ab0c9,temporal-reasoning,fact_d21f683d6642730d,"Fextralife is a YouTube channel that provides in-depth guides, walkthroughs, and tutorials for Sekiro and other FromSoftware games.",temporal_active,Fextralife | Sekiro | FromSoftware games | YouTube,youtube,True,Fextralife | Sekiro | FromSoftware games,PASS,PARTIAL,high,"The active entity 'youtube' is supported by the fact as the platform hosting the channel, but it is not a salient expected entity in the context of long-term memory scope—Fextralife, Sekiro, and FromSoftware games are the core entities. 'YouTube' is a generic platform and not a reusable, semantically rich entity in this context. The expected entities Fextralife, Sekiro, and FromSoftware games are all explicitly mentioned and meaningful for long-term memory. However, only 'youtube' is active, so recall is partial as two salient expected entities are missing from active keys."
Qwen3-30B::gpt4_4cd9eba1::fact_f8ae0d3faffb35f3,Qwen3-30B,gpt4_4cd9eba1,temporal-reasoning,fact_f8ae0d3faffb35f3,The user asked how Milner decides which social causes to advocate for and whether he uses a specific approach or criteria.,temporal_lazy_only,Milner | social causes,,False,Milner | social causes,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly references 'Milner' and 'social causes' as salient expected entities. Since no active keys are present, recall fails. Precision is not applicable because there are no active keys to evaluate. The expected entities are clearly supported by the fact and are reusable, specific, and semantically meaningful."
