benchmark,qid,manual_temporal_type,label_provenance,n_annotated_gold_ids,n_resolved_canonical_gold,n_unresolved_gold_ids,n_gold_in_any_saved_tree,mapping_complete,min_trees_cover_all_gold,single_tree_cover,min_specific_trees_cover_all_gold,specific_fragmented,min_scopes_cover_all_gold,cross_scope_required,max_single_tree_gold_fraction,session_gold_coverage,entity_gold_coverage,scene_gold_coverage,memtree_embed_correct,memtree_planner_correct
longmemeval,gpt4_4edbafa2,ordering,hybrid_author_adjudicated,4,4,0,4,1,1,1,2,1,1,0,0.75,1.0,0.25,1.0,1,1
longmemeval,gpt4_4ef30696,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_4fc4f797,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,1,0,1,0,1.0,1.0,0.5,1.0,0,0
longmemeval,gpt4_59149c77,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_59149c78,historical-state,hybrid_author_adjudicated,5,5,0,5,1,1,1,3,1,1,0,0.4,1.0,0.0,1.0,0,0
longmemeval,gpt4_5dcc0aab,historical-state,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,1.0,1.0,1,1
longmemeval,gpt4_61e13b3c,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_65aabe59,ordering,hybrid_author_adjudicated,3,3,0,3,1,1,1,2,1,1,0,0.666667,1.0,0.0,1.0,1,1
longmemeval,gpt4_68e94287,ordering,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.5,1.0,1,1
longmemeval,gpt4_68e94288,historical-state,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_6dc9b45b,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_6ed717ea,ordering,hybrid_author_adjudicated,4,4,0,4,1,1,1,2,1,1,0,0.75,1.0,0.75,1.0,0,0
longmemeval,gpt4_70e84552,ordering,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_74aed68e,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_76048e76,ordering,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_7a0daae1,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_7abb270c,ordering,hybrid_author_adjudicated,6,6,0,6,1,1,1,3,1,1,0,0.5,1.0,0.5,1.0,0,0
longmemeval,gpt4_7bc6cf22,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_7ca326fa,ordering,hybrid_author_adjudicated,3,3,0,3,1,1,1,1,0,1,0,1.0,1.0,0.666667,1.0,1,1
longmemeval,gpt4_7ddcf75f,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_7f6b06db,ordering,hybrid_author_adjudicated,3,3,0,3,1,1,1,2,1,1,0,0.666667,1.0,0.333333,1.0,0,0
longmemeval,gpt4_8279ba02,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_8279ba03,historical-state,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_85da3956,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_8e165409,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_93159ced,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_98f46fc6,ordering,hybrid_author_adjudicated,3,3,0,3,1,1,1,2,1,1,0,0.666667,1.0,0.0,1.0,1,1
longmemeval,gpt4_a1b77f9c,duration,hybrid_author_adjudicated,6,6,0,6,1,1,1,2,1,1,0,0.666667,1.0,1.0,1.0,0,0
longmemeval,gpt4_a2d1d1f6,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_af6db32f,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_b0863698,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_b4a80587,ordering,hybrid_author_adjudicated,3,3,0,3,1,1,1,2,1,1,0,0.666667,1.0,0.0,1.0,0,0
longmemeval,gpt4_b5700ca0,historical-state,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,0,0
longmemeval,gpt4_b5700ca9,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_d6585ce8,ordering,hybrid_author_adjudicated,5,5,0,5,1,1,1,2,1,1,0,0.8,1.0,0.2,1.0,0,0
longmemeval,gpt4_d6585ce9,current-vs-old,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_e061b84f,ordering,hybrid_author_adjudicated,3,3,0,3,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,0,0
longmemeval,gpt4_e061b84g,historical-state,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_e072b769,duration,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
longmemeval,gpt4_e414231e,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,1,0,1,0,1.0,1.0,0.5,1.0,1,1
longmemeval,gpt4_ec93e27f,current-vs-old,hybrid_author_adjudicated,4,4,0,4,1,1,1,3,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_f420262c,ordering,hybrid_author_adjudicated,4,4,0,4,1,1,1,1,0,1,0,1.0,1.0,1.0,1.0,0,0
longmemeval,gpt4_f420262d,historical-state,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,1.0,1.0,0,0
longmemeval,gpt4_f49edff3,ordering,hybrid_author_adjudicated,3,3,0,3,1,1,1,2,1,1,0,0.666667,1.0,0.0,1.0,1,1
longmemeval,gpt4_fa19884c,duration,hybrid_author_adjudicated,2,2,0,2,1,1,1,2,1,1,0,0.5,1.0,0.0,1.0,1,1
longmemeval,gpt4_fa19884d,current-vs-old,hybrid_author_adjudicated,1,1,0,1,1,1,1,1,0,1,0,1.0,1.0,0.0,1.0,1,1
