model,method,benchmark,qid,question_type,strict_label,public_label,correct_votes,wrong_votes,complete_repetitions,answer_source
gemma4_12b,memoryos,locomo,conv-43_qa146,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa147,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa148,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa149,single-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa150,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa151,single-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa152,single-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa153,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa154,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa155,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa156,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa157,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa158,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa159,single-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa160,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa161,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa162,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa163,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa164,single-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa165,single-hop,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa166,single-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa167,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa168,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa169,single-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa170,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa171,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa172,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa173,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa174,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa175,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa176,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa177,single-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa178,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa179,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa180,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa181,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa182,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa183,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa184,adversarial,WRONG,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa185,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa186,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa187,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa188,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa189,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa190,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa191,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa192,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa193,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa194,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa195,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa196,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa197,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa198,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa199,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa200,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa201,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa202,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa203,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa204,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa205,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa206,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa207,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa208,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa209,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa210,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa211,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa212,adversarial,WRONG,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa213,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa214,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa215,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa216,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa217,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa218,adversarial,CORRECT,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa219,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa220,adversarial,WRONG,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa221,adversarial,WRONG,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa222,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa223,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa224,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa225,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa226,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa227,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa228,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa229,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa230,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa231,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa232,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa233,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa234,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa235,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa236,adversarial,WRONG,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa237,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa238,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa239,adversarial,CORRECT,CORRECT,1,0,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa240,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-43_qa241,adversarial,WRONG,WRONG,0,1,True,gemma_8001_cat5_runs/cat5_20260623/appendix_deepseek_judge_cat5/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa000,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa001,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa002,multi-hop,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa003,multi-hop,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa004,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa005,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa006,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa007,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa008,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa009,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa010,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa011,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa012,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa013,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa014,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa015,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa016,temporal,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa017,multi-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa018,multi-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa019,open-ended,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa020,open-ended,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa021,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa022,temporal,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa023,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa024,multi-hop,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa025,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa026,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa027,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa028,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa029,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa030,temporal,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa031,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa032,multi-hop,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa033,open-ended,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa034,temporal,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa035,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa036,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa037,temporal,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa038,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa039,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa040,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa041,multi-hop,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa042,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa043,open-ended,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa044,open-ended,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa045,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa046,temporal,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa047,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa048,multi-hop,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa049,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa050,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa051,multi-hop,WRONG,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa052,open-ended,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa053,open-ended,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa054,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa055,temporal,WRONG,WRONG,0,1,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa056,multi-hop,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
gemma4_12b,memoryos,locomo,conv-44_qa057,temporal,CORRECT,CORRECT,1,0,True,gemma_8001_appendix_deepseek_judge_20260623/records.jsonl:generated_answer
