key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-30B::08e075c7::fact_3f5248fefc20adcf,Qwen3-30B,08e075c7,knowledge-update,fact_3f5248fefc20adcf,"The assistant suggested searching for local writing groups using online search engines, writing organizations, Meetup.com, local libraries or bookstores, and social media platforms like Facebook.",other_multi_entity,Google | Writers Guild of America | National Writers Union | Meetup.com | libraries | bookstores | Facebook,google,Google | Meetup.com | Facebook | Writers Guild of America | National Writers Union,PASS,PARTIAL,high,"The active entity 'google' is supported and useful. However, other salient expected entities like 'Meetup.com', 'Facebook', 'Writers Guild of America', and 'National Writers Union' are not active, though they are explicitly mentioned in the fact. 'bookstores' and 'libraries' are too generic to be considered expected entities unless they are named organizations, which they are not in this context. Thus, recall is partial due to missing active coverage of key named organizations."
Qwen3-30B::726462e0::fact_b6e73e7d0351540b,Qwen3-30B,726462e0,single-session-user,fact_b6e73e7d0351540b,"The assistant recommended foam rolling and gentle stretching on rest days to alleviate muscle soreness, loosen tight tissues, and improve range of motion and mobility.",other_multi_entity,foam rolling | stretching | muscle soreness,,foam rolling | stretching | muscle soreness,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact explicitly supports three salient expected entities: foam rolling, stretching, and muscle soreness. Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::07741c45::fact_988665d53270d040,Qwen3-30B,07741c45,knowledge-update,fact_988665d53270d040,"The user observed that the BMW iX 50 does not automatically lower the music volume when the door is opened, unlike most other cars, which they found to be a missing feature.",other_multi_entity,BMW iX 50 | music volume | door opening,,BMW iX 50 | door opening | music volume,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input, so precision and recall cannot be evaluated. The expected entities are derived from the fact: 'BMW iX 50' is a named product, 'door opening' is a specific event/action, and 'music volume' is a feature tied to a system behavior. These are all salient and reusable. However, since no entity keys are active, neither precision nor recall applies."
Qwen3-30B::f8c5f88b::fact_d86cbb75232d19c3,Qwen3-30B,f8c5f88b,single-session-user,fact_d86cbb75232d19c3,"The user knows they can contact HelloFresh's customer service team on May 27, 2023, to pause, cancel, or resolve issues with their subscription.",other_multi_entity,HelloFresh | customer service team | subscription,,HelloFresh | customer service team | subscription,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly references three salient expected entities: HelloFresh (organization), customer service team (reusable entity), and subscription (named product/service). None of these are active, so recall fails. The candidate states are all 'lazy', indicating no active routing, which confirms the absence of active entities despite their salience."
Qwen3-30B::38146c39::fact_f3b823ecd2926ef4,Qwen3-30B,38146c39,single-session-preference,fact_f3b823ecd2926ef4,"The assistant suggested experimenting with different citrus flavors in soda water, such as lemon, lime, or grapefruit, to find the best match for a cocktail on May 26, 2023.",other_multi_entity,lemon-flavored soda water | lime-flavored soda water | grapefruit-flavored soda water,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a suggestion to experiment with citrus flavors in soda water for a cocktail on a specific date. However, the suggested flavors (lemon, lime, grapefruit) are not presented as named, reusable entities but rather as generic flavor variants. No specific product, person, place, organization, titled work, or named event is explicitly named or supported as a reusable entity. The active_entity_keys are empty, and the candidate states are marked as 'lazy', indicating no active entity routing. Since no salient expected entity is present, neither precision nor recall applies."
Qwen3-30B::4d6b87c8::fact_f1cec1d9283bf89b,Qwen3-30B,4d6b87c8,knowledge-update,fact_f1cec1d9283bf89b,"The user tried stevia in their coffee on Tuesday, May 2, 2023.",other_multi_entity,"stevia | coffee | Tuesday, May 2, 2023",,"stevia | coffee | Tuesday, May 2, 2023",NOT_APPLICABLE,FAIL,high,"No active entity keys are present, but the fact explicitly references three salient entities: 'stevia' (a named product), 'coffee' (a named product), and 'Tuesday, May 2, 2023' (a specific event date that names a distinct day). Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::51b23612::fact_12ed4c0446a6f4fb,Qwen3-30B,51b23612,single-session-assistant,fact_12ed4c0446a6f4fb,"The assistant suggests using the 20-minute rule: watch TV for 20 minutes, then take a 5-10 minute break to stretch or move around.",other_multi_entity,20-minute rule | 5-10 minute break | stretching | movement,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a time management or wellness technique involving timed breaks and physical activity, but does not reference any specific, reusable person, place, organization, named product, titled work, or named event. The terms '20-minute rule', '5-10 minute break', 'stretching', and 'movement' are generic strategies or actions, not named entities. Therefore, no expected entities are present, and no entity routing is semantically warranted."
Qwen3-30B::311778f1::fact_480f5170b29ec59e,Qwen3-30B,311778f1,single-session-user,fact_480f5170b29ec59e,The government of Zambia can promote sustainable poverty reduction by investing in building the capacity of local communities and organizations to take ownership of development initiatives.,other_multi_entity,Zambia | local communities | development initiatives,,Zambia | local communities | development initiatives,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions three salient expected entities: Zambia (country), local communities (reusable social group), and development initiatives (reusable organizational/programmatic concept). These are all supported by the fact and would form useful long-term memory scopes. However, since no entity keys are active, neither precision nor recall can be assessed."
Qwen3-30B::0f05491a::fact_035428b15894614e,Qwen3-30B,0f05491a,knowledge-update,fact_035428b15894614e,"The user bought strawberries from Walmart last week (July 13, 2023) and is storing them in a container in the refrigerator.",other_multi_entity,strawberries | Walmart | container | refrigerator,walmart,Walmart | strawberries | refrigerator,PASS,PARTIAL,high,"The active entity 'walmart' is a valid and useful expected entity. 'strawberries' and 'refrigerator' are salient expected entities not covered by active keys, so recall is partial. 'container' is not a reusable entity scope and is excluded from expected entities. All active keys are supported and useful, so precision is PASS."
Qwen3-30B::8e9d538c::fact_f76200e7736b5ce7,Qwen3-30B,8e9d538c,single-session-user,fact_f76200e7736b5ce7,"The user recalled being a pre-med student at Fordham University, struggling with a course in kandiak morphogenesis, which they could not read, say, or pass, leading to a 1.8 GPA and a suggestion to take time off.",other_multi_entity,Fordham University | pre-med | kandiak morphogenesis | 1.8 GPA,,Fordham University | kandiak morphogenesis | pre-med,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly mentions three salient expected entities: Fordham University (organization), kandiak morphogenesis (named academic subject), and pre-med (named academic track). None of these are active, so recall fails. The entity '1.8 GPA' is a numerical attribute and not a reusable entity scope, so it is not included in expected entities."
Qwen3-30B::ad7109d1::fact_f285daea7aa1bcb2,Qwen3-30B,ad7109d1,single-session-user,fact_f285daea7aa1bcb2,The user is researching the relationship between Instagram use and body image in young adults as part of their thesis.,other_multi_entity,Instagram | body image | young adults,instagram | young_adults,Instagram | body image | young adults,PASS,PASS,high,"All active entity keys ('instagram', 'young_adults') are supported by the fact and are salient expected entities. 'body image' is a salient expected entity but not active, though the active keys fully cover the core focus of the research topic. The missing 'body_image' key does not affect recall since the active keys are sufficient to capture the primary scope. Precision is not compromised as all active keys are valid and useful."
Qwen3-30B::19b5f2b3_abs::fact_e9455877527483fb,Qwen3-30B,19b5f2b3_abs,single-session-user,fact_e9455877527483fb,"Compost promotes healthy plant growth, increases crop yields, and enhances plant resistance to disease and pests.",other_multi_entity,compost | plant growth | crop yields,,compost | plant growth | crop yields,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. However, the fact explicitly supports three salient expected entities—compost, plant growth, and crop yields—none of which are covered by active keys, resulting in a recall failure."
Qwen3-30B::6222b6eb::fact_45d60efd5493a604,Qwen3-30B,6222b6eb,single-session-assistant,fact_45d60efd5493a604,"The Fender Mustang II has 40 watts of power and 24 presets, including clean and dirty channels, amp models, and effects such as reverb and delay.",other_multi_entity,Fender Mustang II | 40 watts | 24 presets | reverb | delay,,Fender Mustang II | reverb | delay,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active_entity_keys are present, so precision and recall cannot be evaluated. The fact mentions a specific product (Fender Mustang II) and two named effects (reverb, delay), which are salient expected entities. The other elements (40 watts, 24 presets) are attributes/numbers and not expected entity scopes unless they name a specific event or product, which they do not. Thus, the expected entities are Fender Mustang II, reverb, and delay."
Qwen3-30B::1d4da289::fact_1944b467c440d323,Qwen3-30B,1d4da289,single-session-assistant,fact_1944b467c440d323,"The assistant provided a step-by-step guide to conducting thematic analysis, including familiarizing oneself with the data, initial coding, developing a coding framework, applying codes, refining themes, mapping themes, and interpreting results.",other_multi_entity,thematic analysis | coding framework | data analysis process,,thematic analysis | coding framework | data analysis process,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The expected entities are clearly supported by the fact and are reusable, salient semantic entities. The absence of active keys suggests a failure in routing or activation, but this does not affect the correctness of the expected entities."
Qwen3-30B::a89d7624::fact_395c77c09066cec6,Qwen3-30B,a89d7624,single-session-preference,fact_395c77c09066cec6,"The third section of the 20-mile cycling route follows a 6-mile bike path along the riverfront, starting from Riverfront Drive and heading north for 3 miles before turning around and returning south.",other_multi_entity,Riverfront Drive | riverfront bike path | bike path,,riverfront bike path | Riverfront Drive | 20-mile cycling route,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly mentions three salient expected entities: the 20-mile cycling route (a named route), the riverfront bike path (a named path), and Riverfront Drive (a named starting point). None of these are active, so recall fails. The candidate states are all 'lazy', indicating no active entities were selected despite their relevance."
Qwen3-30B::982b5123::fact_8b023774edbca420,Qwen3-30B,982b5123,temporal-reasoning,fact_8b023774edbca420,"Pork Store Cafe is a casual, no-frills breakfast and lunch spot in Haight-Ashbury known for its famous pork sandwiches.",temporal_active,Pork Store Cafe | Haight-Ashbury,haight_ashbury,Pork Store Cafe | Haight-Ashbury,PASS,PARTIAL,high,"The active entity 'haight_ashbury' is supported and useful. 'Pork Store Cafe' is a salient expected entity not covered by active keys, so recall is partial. No spurious or overly generic entities are present, so precision is PASS. The fact explicitly names both entities as significant, and both are reusable, specific entities suitable for long-term memory."
Qwen3-30B::982b5123::fact_af57f8ba45decbcf,Qwen3-30B,982b5123,temporal-reasoning,fact_af57f8ba45decbcf,The assistant clarified that it does not have real-time access to tailor shops or inventory in San Francisco.,temporal_active,assistant | tailor shops | San Francisco,san_francisco,San Francisco | tailor shops | assistant,PASS,PARTIAL,high,"The active entity 'san_francisco' is a valid and useful expected entity. 'tailor_shops' is a salient expected entity but is not active (marked as 'lazy'), so recall is partial. 'assistant' is a valid expected entity but not active; however, precision is not penalized for missing expected entities. The active key is supported and useful, so precision is PASS. Recall is PARTIAL because one salient expected entity ('tailor_shops') is not active."
Qwen3-30B::gpt4_4929293b::fact_bfa2a805da9a4b92,Qwen3-30B,gpt4_4929293b,temporal-reasoning,fact_bfa2a805da9a4b92,"The assistant listed five benefits of using a practice journal: accountability, reflection, tracking progress, identifying patterns, and celebrating milestones on May 12, 2023.",temporal_active,practice journal | accountability | reflection | progress tracking | pattern identification | milestone celebration,progress_tracking,practice journal | progress tracking | milestone celebration,PASS,PARTIAL,high,"The active entity 'progress_tracking' is supported and useful. 'practice journal' and 'milestone celebration' are salient expected entities explicitly mentioned in the fact but are not active. 'accountability', 'reflection', and 'pattern identification' are attributes or processes, not standalone reusable entities, so they are not expected entity scopes. The temporal context (May 12, 2023) does not name a specific event, so it does not form an expected entity. Thus, recall is partial as not all salient expected entities are active."
Qwen3-30B::9a707b81::fact_72801f4154d27bdf,Qwen3-30B,9a707b81,temporal-reasoning,fact_72801f4154d27bdf,"The assistant advises starting with a small amount of treats in the Kong toy and gradually increasing the quantity as Max becomes more comfortable with it on April 10, 2022.",temporal_active,Kong toy | Max | treats,max,Max | Kong toy | treats,PASS,PARTIAL,high,"The active entity 'max' is a valid and useful expected entity. 'Kong toy' and 'treats' are also salient expected entities supported by the fact, but they are not active. The fact mentions all three as key elements in the behavioral training context. Since only 'max' is active, recall is partial. Precision is PASS because the active key is supported and useful."
Qwen3-30B::2ebe6c92::fact_756ea80c966740a3,Qwen3-30B,2ebe6c92,temporal-reasoning,fact_756ea80c966740a3,The assistant suggested that the user provide context in the email by mentioning when they last wore the silver necklace and where they think it was left.,temporal_active,context | silver necklace | email,silver_necklace,silver necklace | email | context,PASS,PARTIAL,high,"The active entity 'silver_necklace' is a salient expected entity and is correctly activated. However, 'email' and 'context' are also expected entities based on the fact, but they are not active. 'context' is a reusable conceptual scope (user's prior information), and 'email' is a named communication channel. Since both are salient but not active, recall is PARTIAL. Precision is PASS because the only active key is valid and useful."
Qwen3-30B::gpt4_93159ced::fact_9cda25432d140577,Qwen3-30B,gpt4_93159ced,temporal-reasoning,fact_9cda25432d140577,"Sir Nicholas Stern, an economist at the London School of Economics, is known for his influential work on the economics of climate change, particularly the 2006 Stern Review, which assessed the costs and benefits of mitigating climate change.",temporal_active,London School of Economics | Sir Nicholas Stern | Stern Review | climate change | economic cost-benefit analysis,climate_change,Sir Nicholas Stern | London School of Economics | Stern Review,PASS,PARTIAL,high,"The active entity 'climate_change' is a valid and useful scope, but it is overly generic and does not capture the specific, reusable entities named in the fact. The expected entities 'Sir Nicholas Stern', 'London School of Economics', and 'Stern Review' are all explicitly supported and salient. While 'climate_change' is supported, it is not the most precise or reusable scope. The active key does not cover the other two salient expected entities, hence recall is PARTIAL. Precision is PASS because the active key is supported and useful, even if not optimal."
Qwen3-30B::gpt4_68e94288::fact_bc66de4314b917a2,Qwen3-30B,gpt4_68e94288,temporal-reasoning,fact_bc66de4314b917a2,"The Guggenheim Museum in New York City, USA, designed by Frank Lloyd Wright, has influenced the design of modern galleries, museums, and exhibition spaces.",temporal_active,Guggenheim Museum | New York City | USA | Frank Lloyd Wright,new_york_city,Guggenheim Museum | Frank Lloyd Wright | New York City,PASS,PARTIAL,high,"The active entity key 'new_york_city' is supported by the fact and is a useful long-term memory scope. However, 'Guggenheim Museum' and 'Frank Lloyd Wright' are also salient expected entities explicitly mentioned and relevant to the fact's semantic content. While 'new_york_city' is active, the other two expected entities are not, resulting in partial recall. Precision is PASS because the active key is valid and useful, with no spurious or unsupported keys."
Qwen3-30B::gpt4_7bc6cf22::fact_299dd28300210876,Qwen3-30B,gpt4_7bc6cf22,temporal-reasoning,fact_299dd28300210876,"The user read the March 15, 2023 issue of The New Yorker and found an article on climate change fascinating.",temporal_active,"The New Yorker | March 15, 2023 | climate change",climate_change,"The New Yorker | climate change | March 15, 2023 issue of The New Yorker",PASS,PARTIAL,high,"The active entity 'climate_change' is a valid and useful expected entity. 'The New Yorker' is a salient expected entity not covered by active keys, and the specific issue date 'March 15, 2023' is a named event (a publication date) that could be a salient entity. However, the active key 'climate_change' is supported and useful, so precision is PASS. Recall is PARTIAL because not all salient expected entities (The New Yorker and the specific issue) are active, though one is covered."
Qwen3-30B::af082822::fact_2b968ee35e293465,Qwen3-30B,af082822,temporal-reasoning,fact_2b968ee35e293465,"The user plans to book Carmel Car and Limousine Service for their arrival on April 15, 2023.",temporal_active,"Carmel Car and Limousine Service | April 15, 2023",april_15_2023,"Carmel Car and Limousine Service | April 15, 2023",PASS,PARTIAL,high,"The active entity key 'april_15_2023' is supported and useful as a temporal anchor. However, 'Carmel Car and Limousine Service'—a specific organization—is a salient expected entity that is not active, despite being explicitly mentioned and reusable. The candidate state indicates it is 'lazy', meaning it is not currently active. Thus, recall is partial. Precision is PASS because the active key is valid and relevant."
Qwen3-30B::eac54add::fact_7039489c9bb7d575,Qwen3-30B,eac54add,temporal-reasoning,fact_7039489c9bb7d575,"The assistant recommended using the hashtag #handmadejewelry, which has over 1.4 million posts on Instagram.",temporal_active,#handmadejewelry | Instagram,instagram,handmadejewelry | Instagram,PASS,PARTIAL,high,"The entity 'handmadejewelry' is a named hashtag and a reusable topic of interest, supported by the fact and useful as a long-term memory scope. 'Instagram' is a named platform and a salient expected entity. The active key 'instagram' is supported and useful, so precision is PASS. However, 'handmadejewelry' is not active, so recall is PARTIAL. No other entities are salient."
Qwen3-30B::gpt4_1916e0ea::fact_126eae981692f545,Qwen3-30B,gpt4_1916e0ea,temporal-reasoning,fact_126eae981692f545,The assistant recommended adding captions or subtitles to the 'day in the life' vlog to improve accessibility and support viewers who prefer watching with captions.,temporal_active,day in the life vlog | YouTube | captions | subtitles,youtube,day in the life vlog | YouTube | captions,PASS,PARTIAL,high,"The active entity 'youtube' is a valid and useful expected entity. However, 'day in the life vlog' and 'captions' are salient expected entities not covered by active keys, though 'subtitles' is semantically related to 'captions' and may be considered a variant. The absence of 'day in the life vlog' and 'captions' as active keys reduces recall. Precision is not compromised as the active key is supported and useful."
Qwen3-30B::gpt4_65aabe59::fact_679cdca687c26150,Qwen3-30B,gpt4_65aabe59,temporal-reasoning,fact_679cdca687c26150,The assistant recommended that the user prioritize a desktop computer with Wi-Fi 6 (802.11ax) support to fully utilize the capabilities of their new mesh network system.,temporal_active,Wi-Fi 6 | mesh network system,wi_fi_6,Wi-Fi 6 | mesh network system,PASS,PARTIAL,high,"The active entity 'wi_fi_6' is a valid and useful expected entity. However, 'mesh network system' is also a salient expected entity and is not active, resulting in partial recall. The precision is not compromised as the active key is supported and useful. No other entities are needed for this fact."
Qwen3-30B::0bc8ad93::fact_40c8706c17cd3d51,Qwen3-30B,0bc8ad93,temporal-reasoning,fact_40c8706c17cd3d51,"The Cold War created significant economic and military pressure on the Soviet Union, particularly due to the arms race with the United States, which the USSR could not sustain.",temporal_active,Soviet Union | United States | Cold War | arms race,united_states,Cold War | Soviet Union | United States,PASS,PARTIAL,high,"The active entity 'united_states' is a valid and useful expected entity. However, 'Cold War' and 'Soviet Union' are salient expected entities that are not active, leading to partial recall. 'arms_race' is not considered a standalone expected entity scope as it is a phenomenon rather than a reusable named entity. The precision is PASS because the active key is supported and useful."
Qwen3-30B::gpt4_1e4a8aeb::fact_8da164ef33822ebb,Qwen3-30B,gpt4_1e4a8aeb,temporal-reasoning,fact_8da164ef33822ebb,The Hilton Hotel in downtown Chicago has an indoor pool available for guest use.,temporal_active,Hilton Hotel | downtown Chicago | indoor pool,downtown_chicago,Hilton Hotel | downtown Chicago | indoor pool,PASS,PARTIAL,high,"The active entity 'downtown_chicago' is a valid and useful expected entity. 'Hilton Hotel' and 'indoor_pool' are also salient expected entities supported by the fact, but they are not active. Since only one of the three expected entities is active, recall is PARTIAL. Precision is PASS because the active key is supported and useful."
Qwen3-30B::gpt4_65aabe59::fact_7ec53b1f59a050be,Qwen3-30B,gpt4_65aabe59,temporal-reasoning,fact_7ec53b1f59a050be,Notre-Dame Cathedral in Paris is a historic 12th-century church known for its Gothic architecture.,temporal_active,Notre-Dame Cathedral | Paris,paris,Notre-Dame Cathedral | Paris | Gothic architecture,PASS,PARTIAL,high,"The active entity 'paris' is supported and useful. 'Notre-Dame Cathedral' is a salient expected entity not covered by active keys, reducing recall. 'Gothic architecture' is a relevant concept but not a named entity; it is not a valid expected entity scope as per guidelines. No spurious or overly generic entities are present, so precision is PASS. Recall is PARTIAL because one salient expected entity ('Notre-Dame Cathedral') is missing from active keys."
Qwen3-30B::gpt4_7abb270c::fact_5314a433071077b6,Qwen3-30B,gpt4_7abb270c,temporal-reasoning,fact_5314a433071077b6,"Dr. Maria Rodriguez is a renowned expert in feminist art and delivered a lecture series at the Museum of Contemporary Art on January 15, 2023.",temporal_active,Dr. Maria Rodriguez | Museum of Contemporary Art | feminist art,dr_maria_rodriguez | feminist_art | museum_of_contemporary_art,Dr. Maria Rodriguez | Museum of Contemporary Art | feminist art,PASS,PASS,high,"All active entity keys are explicitly supported by the fact and represent salient, reusable semantic entities. 'Dr. Maria Rodriguez' is a specific person, 'Museum of Contemporary Art' is a named organization, and 'feminist art' is a titled conceptual domain. No spurious or overly generic entities are present, and all expected entities are covered."
Qwen3-30B::gpt4_5438fa52::fact_7c9062bd9c1b028f,Qwen3-30B,gpt4_5438fa52,temporal-reasoning,fact_7c9062bd9c1b028f,"The user asked for recommendations for musicals and plays that deal with themes of social justice and identity on May 27, 2023.",temporal_active,social justice | identity | musicals | plays,social_justice,social justice | musicals | plays,PASS,PARTIAL,high,"The active entity 'social_justice' is supported and useful. 'musicals' and 'plays' are salient expected entities explicitly mentioned in the fact and relevant to the query, but they are not active. 'identity' is a thematic attribute rather than a reusable entity scope and is not considered a salient expected entity. Thus, precision is PASS because the active key is valid, but recall is PARTIAL because not all salient expected entities are covered."
Qwen3-30B::gpt4_f49edff3::fact_9f6f951601750c1c,Qwen3-30B,gpt4_f49edff3,temporal-reasoning,fact_9f6f951601750c1c,"The assistant instructed the user to authenticate their Google Drive account after installing the Google Drive Power-Up in Trello on February 6, 2023.",temporal_active,Google Drive | Trello,trello,Google Drive | Trello | Google Drive Power-Up,PASS,PARTIAL,high,"The active entity 'trello' is supported and useful. 'google_drive' is a salient expected entity but not active, so recall is partial. 'Google Drive Power-Up' is a named product and a salient entity not captured in active keys, contributing to partial recall. No unsupported or spurious keys are present, so precision is PASS."
Qwen3-30B::gpt4_fa19884c::fact_d2542780caa1327c,Qwen3-30B,gpt4_fa19884c,temporal-reasoning,fact_d2542780caa1327c,"The user found the use of the green light in 'The Great Gatsby' to be an interesting and meaningful symbol on March 26, 2023.",temporal_active,The Great Gatsby | green light,the_great_gatsby,The Great Gatsby | green light,PASS,PARTIAL,high,"The entity 'the_great_gatsby' is correctly active and supported by the fact. However, 'green_light' is a salient expected entity (as a symbolic element in the work) but is not active, despite being explicitly mentioned and semantically significant. The fact references the green light as a meaningful symbol, so it qualifies as a reusable, salient entity. Thus, recall is PARTIAL due to the missing active key for 'green_light'. Precision is PASS because the active key is valid and useful."
Qwen3-30B::4dfccbf7::fact_251c7abc41df8e9b,Qwen3-30B,4dfccbf7,temporal-reasoning,fact_251c7abc41df8e9b,The user intends to fit in a walk during their lunch break as part of their revised daily routine.,temporal_active,walk | lunch break,lunch_break,lunch break | walk,PASS,PARTIAL,high,"The active entity 'lunch_break' is supported and useful. 'walk' is a salient expected entity but is not active (marked as 'lazy'), so recall is partial. No spurious or unsupported entities are present, so precision is PASS. The temporal context of the fact supports both entities as meaningful long-term memory scopes."
Qwen3-30B::gpt4_4cd9eba1::fact_f8ae0d3faffb35f3,Qwen3-30B,gpt4_4cd9eba1,temporal-reasoning,fact_f8ae0d3faffb35f3,The user asked how Milner decides which social causes to advocate for and whether he uses a specific approach or criteria.,temporal_lazy_only,Milner | social causes,,Milner | social causes,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly references 'Milner' and 'social causes' as salient expected entities. Since no active keys are present, recall fails. Precision is not applicable because there are no active keys to evaluate. The expected entities are clearly supported by the fact and are reusable, specific, and semantically meaningful."
Qwen3-30B::gpt4_5438fa52::fact_f7f79f66c9b57112,Qwen3-30B,gpt4_5438fa52,temporal-reasoning,fact_f7f79f66c9b57112,"The assistant suggested that Physical Education can incorporate art through dance and choreography, where students create movement patterns or choreograph routines to music.",temporal_lazy_only,Physical Education | dance | choreography | movement patterns,,Physical Education | dance | choreography,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'Physical Education', 'dance', and 'choreography'. None of these are active, so recall fails. 'movement_patterns' is a descriptive concept rather than a reusable entity and is not considered a salient expected entity."
Qwen3-30B::gpt4_2c50253f::fact_6523c88ac3f54c51,Qwen3-30B,gpt4_2c50253f,temporal-reasoning,fact_6523c88ac3f54c51,Esperanza's relationship with Sally serves as a cautionary tale that shapes her growing awareness of the risks associated with female sexuality in patriarchal societies.,temporal_lazy_only,Esperanza | Sally | patriarchal societies,,Esperanza | Sally | patriarchal societies,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input. The fact explicitly references Esperanza, Sally, and patriarchal societies as salient entities. However, since 'active_entity_keys' is empty, precision and recall cannot be evaluated. The audit stratum indicates a 'temporal_lazy_only' context, suggesting that entity activation is deferred, but the expected entities remain valid for long-term memory scope."
Qwen3-30B::gpt4_1a1dc16d::fact_e708957b7f387aa9,Qwen3-30B,gpt4_1a1dc16d,temporal-reasoning,fact_e708957b7f387aa9,"Caffeinated beverages such as tea, coffee, and energy drinks can interfere with iron absorption and should be limited if the user has iron-deficiency anemia.",temporal_lazy_only,tea | coffee | energy drinks | iron-deficiency anemia,,coffee | energy drinks | iron-deficiency anemia | tea,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet there are four salient expected entities (coffee, energy drinks, iron-deficiency anemia, tea) explicitly supported by the fact. Since no entity is active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::8c18457d::fact_b29c6b626b3766eb,Qwen3-30B,8c18457d,temporal-reasoning,fact_b29c6b626b3766eb,The first Vietnamese reply expressed gratitude for the user's satisfaction with the service at American Eye Center and committed to continuing efforts to ensure patient happiness on future visits.,temporal_lazy_only,American Eye Center | Vietnamese reply 1,,American Eye Center | Vietnamese reply 1,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions 'American Eye Center' as an organization and 'Vietnamese reply 1' as a specific response. Both are salient expected entities. However, no active_entity_keys are present, so recall fails. Precision is not applicable because there are no active keys to evaluate. The entity tree is semantically needed, as both entities are specific, reusable, and supported by the fact."
Qwen3-30B::gpt4_468eb064::fact_5ce1037151ecc291,Qwen3-30B,gpt4_468eb064,temporal-reasoning,fact_5ce1037151ecc291,"Rock Band offers a more interactive and immersive gameplay experience by supporting four instruments—guitar, drums, vocals, and bass guitar—each with dedicated visual elements on screen.",temporal_lazy_only,Rock Band | guitar | drums | vocals | bass guitar,,Rock Band | guitar | drums,NOT_APPLICABLE,NOT_APPLICABLE,high,"The active_entity_keys are empty, so precision and recall cannot be evaluated. The fact explicitly supports 'Rock Band' as a named product and 'guitar', 'drums', 'vocals', and 'bass guitar' as instruments. However, 'vocals' and 'bass guitar' are less salient as standalone entities in this context compared to 'guitar' and 'drums', which are more central to the gameplay experience described. 'Rock Band' is clearly a reusable, named product. 'Bass guitar' is a valid instrument but less distinct than 'guitar' and 'drums' in the context of the game's instrument support. Thus, the most salient expected entities are 'Rock Band', 'guitar', and 'drums'."
Qwen3-30B::gpt4_2312f94c::fact_ff8b153c633b6e92,Qwen3-30B,gpt4_2312f94c,temporal-reasoning,fact_ff8b153c633b6e92,The application uses the Google Maps API to geocode street addresses and calculate the geographic midpoint between them.,temporal_lazy_only,Google Maps API | geocoding | midpoint,,Google Maps API | geocoding | geographic midpoint,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact supports three salient expected entities: 'Google Maps API' (organization/product), 'geocoding' (process), and 'geographic midpoint' (conceptual entity). However, since no keys are active, neither precision nor recall applies. The audit stratum indicates lazy evaluation, which may explain the lack of activation."
Qwen3-30B::gpt4_cd90e484::fact_a51878ac6f3075d1,Qwen3-30B,gpt4_cd90e484,temporal-reasoning,fact_a51878ac6f3075d1,"NASA's Chandra X-ray Observatory detected X-ray emissions from hot gas in galaxy clusters, which helped reveal the presence of dark matter by showing gravitational lensing effects not explained by visible matter alone.",temporal_lazy_only,Chandra X-ray Observatory | galaxy clusters | dark matter | X-ray emissions,,Chandra X-ray Observatory | dark matter | galaxy clusters,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. However, the salient expected entities—Chandra X-ray Observatory, dark matter, and galaxy clusters—are all relevant and supported by the fact, yet none are active. Thus, recall fails as no salient expected entity is covered."
